,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
3525,8.0,34000,0,2,98,2018,5846,523,2650000.0,2.0,1,0,9,10,13,13.5,430.0,116,236.0,1999.0,4.0,4.0,3.0,35.26919603,51.37463617,12.45229249,5.0,1.0,4795.0,2075.0,1416.0,2835,1478.635627,1479.284494,1615.0,2135.0,8,16.0,5.0,6.0,5.01860252,5.0,2.0,228.0,8.77,26.0,4.0,455.0,17.0,2,2601.893989,4058.0
3526,2.0,59537,1,2,90,2015,1482,851,509000.0,5.0,4,1,9,10,13,18.6,114.7,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,16.0,2,4081.83,6047.0
3527,2.0,9314,1,1,184,2022,6739,1268,530000.0,2.0,4,1,8,10,13,21.79,90.0,138,295.0,998.0,3.0,4.0,3.0,49.0,28.0,12.45229249,1.0,1.0,3655.0,1620.0,1675.0,2435,1478.635627,1479.284494,1211.483843,1340.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,18.6,22.0,5.0,402.7427254,15.66402379,2,3567.05,5610.0
3529,8.0,41684,1,1,59,2014,7440,1507,310000.0,5.0,4,1,9,10,13,18.6,110.0,138,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3995.0,1695.0,1501.0,2470,1478.635627,1479.284494,917.0,1670.523356,5,12.0,5.0,1.0,4.7,5.0,7.0,174.018972,15.0,26.0,4.0,420.0,15.66402379,2,4888.76,6388.0
3530,8.0,70000,0,3,3,2011,33,435,700000.0,5.0,4,0,9,10,13,12.3,22.9,138,278.0,1781.0,4.0,5.0,3.0,49.0,51.37463617,12.45229249,1.0,2.0,4586.0,1772.0,1427.0,"2,642",1522.0,1522.0,1470.0,1520.0,7,12.0,5.0,6.0,5.01860252,22.0,7.0,228.0,12.79590584,26.0,4.0,402.7427254,16.0,2,3620.882197,5391.155665
3531,2.0,51607,1,1,284,2016,5757,169,440000.0,2.0,4,1,9,10,13,18.16,104.0,138,344.0,1197.0,4.0,4.0,3.0,30.0,2.0,12.45229249,1.0,1.0,3884.0,1695.0,1510.0,2460,1478.635627,1479.284494,875.0,1670.523356,5,12.0,5.0,6.0,5.01860252,21.0,7.0,174.018972,12.79590584,13.0,5.0,251.0,15.0,2,3178.9,5716.0
3532,8.0,90000,1,1,278,2015,3018,1438,400000.0,5.0,1,1,9,10,13,20.65,190.0,138,348.0,1248.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3995.0,1706.0,1570.0,2470,1478.635627,1479.284494,1155.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,390.0,15.0,2,3088.7,4063.0
3537,8.0,90000,1,3,86,2014,1832,407,360000.0,5.0,4,1,9,10,13,17.01,154.9,86,450.0,1591.0,4.0,4.0,3.0,49.0,87.0,12.45229249,1.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1260.0,1670.523356,5,12.0,5.0,6.0,5.01860252,6.0,7.0,174.018972,10.5,26.0,4.0,402.7427254,16.0,2,4321.3,6542.030234
3538,2.0,68740,1,2,226,2015,3304,1943,344000.0,2.0,4,1,9,10,13,18.06,104.0,116,1.0,1198.0,3.0,4.0,3.0,38.0,94.0,9.8,1.0,1.0,3780.0,1665.0,1530.0,2450,1470.0,1475.0,970.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.2,26.0,5.0,251.0,14.0,2,4101.893989,6059.0
3539,8.0,37000,0,1,197,2018,4701,889,3565000.0,2.0,4,0,9,10,13,14.74,300.0,138,278.0,1991.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4686.0,2020.0,1442.0,2840,1588.0,1570.0,1545.0,2030.0,9,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,7.3,23.0,4.0,480.0,17.0,2,4101.893989,5608.0
3540,8.0,40000,1,1,163,2017,4017,1771,600000.0,5.0,1,1,9,10,13,28.09,200.0,86,213.0,1248.0,4.0,4.0,3.0,4.0,15.0,10.1,5.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1115.0,1595.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,190.0,15.0,23.0,4.0,510.0,15.66402379,2,1838.5,4242.030234
3541,8.0,86245,1,2,59,2015,1168,1517,340000.0,5.0,4,1,9,10,13,18.0,109.0,116,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,950.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,2,4586.7,6066.0
3542,2.0,40000,0,2,300,2016,1941,1156,675000.0,5.0,4,0,9,10,13,17.21,175.0,86,393.0,1197.0,4.0,4.0,3.0,23.0,55.0,12.45229249,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1109.0,1580.0,7,12.0,5.0,6.0,5.01860252,5.0,7.0,177.22,10.61,26.0,5.0,280.0,16.0,2,4203.5,5242.030234
3543,8.0,15000,0,2,15,2020,6632,1315,4375000.0,2.0,4,0,9,10,13,15.34,350.0,9,410.0,1998.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4824.0,1828.0,1508.0,2920,1541.0,1581.0,1760.0,1670.523356,8,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,6.1,8.0,4.0,520.0,18.0,2,4901.893989,5253.0
3545,8.0,60000,1,1,63,2013,1264,1754,375000.0,5.0,4,1,9,10,13,16.8,146.0,86,365.0,1497.0,4.0,4.0,8.0,33.0,51.37463617,12.45229249,1.0,1.0,4440.0,1695.0,1485.0,2550,1478.635627,1479.284494,1095.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,506.0,15.0,2,4916.3,6650.0
3548,7.0,70000,0,2,73,2017,1444,368,800000.0,5.0,1,0,9,10,13,17.01,259.9,86,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,17.0,2,2876.2,4053.0
3549,2.0,75000,1,1,184,2015,6838,909,313000.0,2.0,0,1,8,10,13,33.54,90.0,116,295.0,998.0,3.0,4.0,3.0,49.0,12.0,12.45229249,1.0,1.0,3655.0,1620.0,1675.0,2435,1478.635627,1479.284494,805.0,1340.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,152.0,18.6,19.0,5.0,402.7427254,15.66402379,2,3567.04,5569.0
3550,7.0,40000,1,1,69,2017,5475,2112,510000.0,5.0,4,1,9,10,13,17.5,110.0,86,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1084.0,1670.523356,5,12.0,5.0,1.0,5.01860252,22.0,7.0,164.26,15.31,26.0,5.0,402.7427254,16.0,2,4888.7,6242.030234
3551,7.0,57000,0,2,7,2014,5905,693,1125000.0,5.0,1,0,9,10,13,15.73,380.0,138,385.0,1968.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4388.0,2019.0,1608.0,2603,1571.0,1575.0,1660.0,2185.0,7- S-Tronic,9.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,8.2,26.0,5.0,460.0,17.0,2,2674.33,4316.0
3552,2.0,48000,1,1,157,2016,3962,85,455000.0,2.0,4,1,9,10,13,21.4,115.0,57,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,870.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,2,4083.1,6053.0
3553,8.0,120000,1,1,63,2011,1245,304,300000.0,5.0,4,1,9,10,13,17.0,178.9265066,86,278.0,1497.0,4.0,4.0,8.0,32.0,51.37463617,12.45229249,1.0,1.0,4420.0,1695.0,1480.0,2550,1478.635627,1479.284494,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,506.0,15.0,2,3620.882197,5349.155665
3554,7.0,25000,0,1,50,2017,7921,287,725000.0,2.0,4,0,9,10,13,14.7,149.0,138,396.0,1496.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,6,12.0,5.0,1.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,352.0,15.66402379,2,4620.69,6566.0
3556,2.0,63176,1,1,54,2019,1026,358,515000.0,2.0,1,1,9,10,13,25.83,215.0,66,380.0,1498.0,4.0,2.0,8.0,7.0,51.37463617,16.0,5.0,1.0,3886.0,1695.0,1525.0,2491,1492.0,1484.0,1211.483843,1670.523356,5,12.0,5.0,0.0,5.01860252,22.0,7.0,174.018972,11.6,13.0,5.0,257.0,14.0,2,3101.893989,3796.0
3558,2.0,22820,1,1,238,2020,7431,26,418000.0,2.0,4,1,9,10,13,21.74,91.0,116,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,279.0,15.66402379,2,4351.893989,5560.0
3560,2.0,30000,1,1,89,2009,1578,1338,200000.0,5.0,4,1,8,10,13,20.36,111.7,86,230.0,1197.0,4.0,4.0,4.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,2,4078.9,6069.0
3561,8.0,74538,0,1,180,2017,7081,799,685000.0,2.0,4,0,9,10,13,21.21,113.0,86,291.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1735.0,1515.0,2450,1530.0,1520.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.6,26.0,4.0,378.0,15.0,2,4281.8,6403.0
3562,7.0,40000,0,1,206,2019,5450,662,3600000.0,5.0,4,0,9,10,13,11.5,370.0,86,344.0,1991.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,1.0,1.0,4656.0,1890.0,1639.0,2873,1621.0,1617.0,1871.0,2400.0,9,9.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,6.5,31.0,5.0,402.7427254,18.0,2,4101.893989,5608.0
3564,8.0,24940,1,2,296,2018,6385,13,610000.0,4.0,4,1,9,10,13,19.44,95.0,116,332.0,999.0,3.0,4.0,3.0,49.0,56.0,12.45229249,1.0,1.0,3995.0,1682.0,1483.0,2470,1460.0,1456.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.4,5.0,7.0,174.018972,12.79590584,26.0,4.0,330.0,16.0,2,4401.893989,6249.0
3565,7.0,22000,0,1,73,2019,1444,368,1400000.0,2.0,1,0,9,10,13,17.01,259.9,138,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,17.0,2,2876.2,4119.0
3566,8.0,98681,1,1,59,2014,1168,1517,323000.0,2.0,4,1,9,10,13,18.0,109.0,116,476.0,1198.0,4.0,4.0,8.0,35.26919603,51.37463617,12.45229249,1.0,1.0,3990.0,1680.0,1505.0,2405,1478.635627,1479.284494,950.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,26.0,4.0,400.0,15.66402379,2,4586.7,6062.0
3567,7.0,6000,0,1,208,2023,6732,665,9500000.0,2.0,1,0,9,10,13,19.21485769,500.0,8,429.0,1950.0,4.0,4.0,3.0,4.0,137.0,16.2,5.0,1.0,4924.0,2157.0,1772.0,2995,1648.0,1663.0,1211.483843,2910.0,9G-TRONIC,9.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,12.79590584,7.0,5.0,825.0,19.0,2,4241.38,4235.0
3568,2.0,40000,1,1,157,2017,6777,1005,525000.0,2.0,4,1,9,10,13,21.01,113.0,138,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,1211.483843,1340.0,5,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,2,4281.8,6069.0
3569,7.0,58000,1,1,69,2018,5670,2106,725000.0,2.0,1,1,9,10,13,25.5,200.0,14,471.0,1498.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1198.0,1670.523356,6,12.0,5.0,1.0,5.01860252,22.0,7.0,176.0,12.43,26.0,5.0,402.7427254,16.0,2,1848.6,3653.0
3570,2.0,75000,1,1,90,2015,1600,1644,425000.0,2.0,1,1,9,10,13,22.54,219.7,116,418.0,1396.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1515.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.9,13.0,5.0,295.0,15.66402379,2,2838.73,4069.0
3571,7.0,76000,1,1,50,2014,908,260,350000.0,2.0,1,1,9,10,13,22.7,204.0,86,380.0,1498.0,4.0,2.0,8.0,23.0,39.0,16.0,5.0,1.0,3999.0,1765.0,1708.0,2520,1519.0,1524.0,1290.0,1740.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.5,26.0,5.0,346.0,16.0,2,2839.84,3819.0
3572,2.0,60000,0,1,238,2017,5431,2,325000.0,2.0,4,0,9,10,13,24.04,91.0,116,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,159.4,17.44,26.0,5.0,300.0,15.66402379,2,4351.893989,5886.0
3573,8.0,58000,0,1,63,2016,1217,2096,675000.0,2.0,4,0,9,10,13,18.0,145.0,57,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1085.0,1670.523356,5  CVT,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,2,4717.3,6647.0
3574,8.0,80000,1,2,298,2013,1921,248,415000.0,2.0,4,1,9,10,13,14.69,200.0,116,344.0,1390.0,4.0,4.0,3.0,49.0,22.0,10.0,5.0,1.0,4659.0,1778.0,1453.0,2648,1535.0,1532.0,1354.0,1850.0,6,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,9.8,26.0,4.0,510.0,16.0,2,4120.3,5069.0
3575,8.0,20000,0,1,310,2018,6604,972,3875000.0,5.0,1,0,9,10,13,18.0,400.0,138,212.0,1969.0,4.0,4.0,12.0,6.0,51.37463617,12.45229249,5.0,1.0,4963.0,2019.0,1443.0,2941,1628.0,1629.0,2962.0,1670.523356,8,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,12.79590584,26.0,4.0,402.7427254,18.0,2,3620.882197,5370.155665
3576,2.0,42841,1,1,157,2017,3969,175,589000.0,2.0,4,1,9,10,13,21.4,115.0,138,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,2,4083.1,6071.0
3577,7.0,67000,1,1,183,2017,4299,2022,650000.0,2.0,1,1,9,10,13,24.3,200.0,57,218.0,1248.0,4.0,4.0,3.0,6.0,13.0,12.45229249,5.0,1.0,3995.0,1790.0,1640.0,2500,1478.635627,1479.284494,1190.0,1680.0,5,12.0,5.0,6.0,5.2,22.0,7.0,172.0,12.36,26.0,5.0,328.0,16.0,2,1838.5,4063.0
3580,7.0,60000,1,1,147,2019,6359,1870,1300000.0,5.0,1,1,9,10,13,15.1,360.0,86,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,16.5,5.0,1.0,4585.0,1890.0,1785.0,2700,1600.0,1600.0,1725.0,2510.0,6,12.0,7.0,6.0,5.01860252,22.0,2.0,174.018972,12.79590584,19.0,5.0,402.7427254,17.0,2,2952.87,3858.0
3581,8.0,37140,1,2,86,2015,1845,421,903000.0,2.0,4,1,9,10,13,17.01,154.9,138,450.0,1591.0,4.0,4.0,3.0,49.0,84.0,10.5,1.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1290.0,1670.523356,5,12.0,5.0,6.0,5.01860252,6.0,7.0,174.018972,10.5,13.0,4.0,465.0,16.0,2,4321.3,6408.0
3582,2.0,120000,1,1,160,2018,6055,1830,350000.0,5.0,0,1,8,10,13,31.79,78.0,86,293.0,998.0,3.0,4.0,3.0,47.0,30.0,11.0,1.0,1.0,3695.0,1600.0,1560.0,2425,1420.0,1410.0,920.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,2,3558.33,6242.030234
3583,7.0,74000,0,1,285,2018,5504,601,2850000.0,5.0,1,0,9,10,13,12.9,450.0,138,9.0,2755.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4795.0,1855.0,1835.0,2745m,1478.635627,1479.284494,2360.0,1670.523356,6,16.0,7.0,6.0,5.01860252,22.0,25.0,174.018972,12.79590584,26.0,5.0,402.7427254,17.0,2,2574.5,3447.0
3586,8.0,63054,0,1,63,2017,5630,2111,949000.0,2.0,4,0,9,10,13,18.0,145.0,116,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1475.0,1465.0,1107.0,1482.0,CVT,12.0,5.0,6.0,5.01860252,22.0,7.0,178.55,11.9,26.0,4.0,510.0,16.0,2,4717.6,6660.0
3589,7.0,32000,0,2,73,2018,1444,368,1099000.0,2.0,1,0,9,10,13,17.01,259.9,138,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,17.0,2,2876.2,4108.0
3591,0.0,7023,0,1,212,2017,5331,712,6475000.0,5.0,4,0,9,10,13,19.0,520.0,66,173.0,2996.0,6.0,4.0,3.0,35.26919603,51.37463617,10.7,5.0,1.0,4143.0,2006.0,1303.0,2430,1478.635627,1479.284494,1211.483843,1670.523356,9,12.0,2.0,6.0,5.26,5.0,2.0,250.0,4.7,23.0,2.0,402.7427254,18.0,2,4562.07,6135.0
3592,7.0,5000,0,1,208,2022,6732,665,9200000.0,2.0,1,0,9,10,13,19.21485769,500.0,116,429.0,1950.0,4.0,4.0,3.0,4.0,137.0,16.2,5.0,1.0,4924.0,2157.0,1772.0,2995,1648.0,1663.0,1211.483843,2910.0,9G-TRONIC,9.0,5.0,6.0,5.01860252,22.0,25.0,174.018972,12.79590584,7.0,5.0,825.0,19.0,2,4241.38,4308.0
3594,8.0,11000,0,1,197,2020,7068,1426,4250000.0,5.0,4,0,9,10,13,11.9,280.0,9,160.0,1950.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,5.0,1.0,4686.0,1810.0,1442.0,2840,1588.0,1588.0,1655.0,1670.523356,9,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,7.7,23.0,4.0,480.0,17.0,2,4201.15,6140.0
3596,2.0,63534,0,1,157,2019,3960,84,678000.0,6.0,4,0,9,10,13,21.4,115.0,116,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,920.0,1360.0,CVT,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,2,4083.1,6063.0
3597,2.0,52000,1,1,74,2018,5548,5,300000.0,2.0,4,1,8,10,13,20.3,94.14,57,318.0,998.0,3.0,4.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3515.0,1550.0,1510.0,2380,1376.0,1458.0,880.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,13.0,5.0,215.0,15.66402379,2,3568.05,6588.0
3599,2.0,68744,0,1,66,2015,1340,160,463000.0,4.0,4,0,9,10,13,19.0,110.0,116,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1066.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,2,4888.7,6060.0
3600,8.0,70000,1,1,63,2013,1264,1754,455000.0,5.0,4,1,9,10,13,16.8,146.0,86,365.0,1497.0,4.0,4.0,8.0,33.0,51.37463617,12.45229249,1.0,1.0,4440.0,1695.0,1485.0,2550,1478.635627,1479.284494,1095.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,506.0,15.0,2,4916.3,6650.0
3601,2.0,9540,0,1,273,2020,6972,2004,751000.0,4.0,4,0,9,10,13,23.84,114.0,110,355.0,1199.0,3.0,4.0,3.0,53.0,80.0,10.8,1.0,1.0,3746.0,1647.0,1535.0,2400,1400.0,1420.0,1012.0,1670.523356,5,12.0,5.0,6.0,4.9,5.0,7.0,150.0,12.79590584,13.0,5.0,242.0,14.0,2,3583.83,6388.0
3602,8.0,45000,0,1,163,2017,5727,202,775000.0,2.0,4,0,9,10,13,19.12,130.0,66,478.0,1373.0,4.0,4.0,3.0,49.0,34.0,10.1,1.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1030.0,1490.0,4,12.0,5.0,6.0,5.01860252,22.0,7.0,190.0,14.0,23.0,4.0,510.0,16.0,2,4091.1,6388.0
3603,2.0,36861,1,1,157,2019,3969,175,678000.0,6.0,4,1,9,10,13,21.4,115.0,86,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,2,4083.1,6110.0
3604,7.0,68000,1,1,50,2017,7349,293,550000.0,2.0,4,1,9,10,13,15.9,149.0,138,396.0,1496.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,1.0,5.3,22.0,7.0,174.018972,12.79590584,26.0,5.0,352.0,15.66402379,2,4620.69,6888.0
3606,2.0,38000,1,1,179,2015,7083,1268,395000.0,2.0,4,1,8,10,13,21.21,113.0,138,449.0,1197.0,4.0,4.0,3.0,53.0,32.0,12.45229249,1.0,1.0,3840.0,1735.0,1530.0,2450,1530.0,1530.0,1211.483843,1315.0,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,5.0,268.0,15.66402379,2,4281.8,6059.0
3607,2.0,39000,1,1,238,2017,5640,17,295000.0,2.0,4,1,9,10,13,23.01,91.0,57,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,690.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,155.8,13.9,26.0,5.0,300.0,15.66402379,2,4351.893989,5553.0
3608,2.0,40000,1,1,300,2017,1947,115,599000.0,2.0,4,1,9,10,13,16.2,110.0,9,332.0,1199.0,3.0,4.0,3.0,49.0,55.0,10.5,1.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,165.0,14.2,26.0,5.0,280.0,15.0,2,4401.893989,5451.0
3610,2.0,60000,0,1,184,2019,4320,792,399000.0,2.0,4,0,9,10,13,20.51,90.0,9,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,895.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,2,3601.893989,6071.0
3611,8.0,40000,1,1,49,2018,1053,311,449000.0,2.0,1,1,9,10,13,25.83,215.0,116,380.0,1498.0,4.0,2.0,8.0,7.0,51.37463617,16.0,5.0,1.0,3995.0,1695.0,1525.0,2491,1492.0,1484.0,1211.483843,1670.523356,5,12.0,5.0,6.0,4.9,22.0,7.0,174.018972,10.75,13.0,4.0,359.0,14.0,2,3101.893989,3797.0
3612,2.0,68000,1,1,156,2018,3946,1806,300000.0,2.0,4,1,9,10,13,23.95,90.0,138,289.0,998.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3545.0,1515.0,1475.0,2360,1295.0,1290.0,779.0,1210.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.3,26.0,5.0,177.0,15.66402379,2,3567.05,6071.0
3614,2.0,37000,1,1,184,2014,6740,1806,295000.0,2.0,4,1,9,10,13,21.79,90.0,57,295.0,998.0,3.0,4.0,3.0,49.0,28.0,12.45229249,1.0,1.0,3655.0,1620.0,1675.0,2435,1478.635627,1479.284494,1211.483843,1340.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,18.6,22.0,5.0,402.7427254,15.66402379,2,3567.05,5565.0
